Label,PeakEnergy,HarmonicRatio,OnsetStrength,SpectralFlatness,DurationFrames,MidiNote,Time,Confidence
1,0.0,0.0,0.0,0.0,0,64,0.6733786848072563,5.740291760328436
1,2.2985431848557787,0.25424790295058397,2.2985431848557787,0.014505741408743748,1,60,0.9287981859410431,3.6906565863927283
1,3.786998912483081,0.6781795195036423,3.786998912483081,0.014505741408743748,1,67,0.9287981859410431,2.2076019190127947
1,2.9020375033328714,0.31362058795958564,1.5281607762885387,0.014402029354109109,4,64,1.3931972789115645,4.534594744060096
1,3.3781998349407645,0.7624011695682548,0.0,0.014402029354109109,2,67,1.3931972789115645,2.108260546321618
1,1.2510022058642596,0.3914240274859275,0.0,0.014236424094066611,5,64,1.6718367346938776,1.519947638575031
1,3.9090488940999544,0.32011518622633983,3.9090488940999544,0.012150746524571291,1,72,1.8575963718820863,4.960564282780042
1,0.0,0.0,0.0,0.0,0,60,1.9969160997732427,5.831308268642469
1,0.0,0.0,0.0,0.0,0,72,2.2291156462585033,10.46857837871821
1,0.5919169827473288,0.05039384530290512,0.0,0.009220257968358276,4,60,2.3219954648526078,3.762097397970032
1,0.0,0.0,0.0,0.0,0,64,2.36843537414966,3.8841974222215025
1,7.4341955516404505,0.6147453995576213,0.0,0.01057024577000811,6,72,2.414875283446712,6.943379590209612
1,3.30025497252092,0.40409144390650176,0.0,0.01319049334859477,8,64,2.507755102040816,3.323590744897521
1,5.769938434330258,0.6315438972240799,0.0,0.01319049334859477,7,72,2.507755102040816,5.211507778347628
1,1.1232890763410992,0.3727829865680336,0.0,0.012143165464250497,9,64,2.6006349206349206,1.2208327685382043
1,4.355239194695663,0.6679601769569725,0.0,0.012143165464250497,8,72,2.6006349206349206,2.7070777957410197
1,2.9230099636918627,0.19479028439501106,2.331092980944534,0.011398809822813213,5,60,2.786394557823129,5.140466785386475
1,3.2064195985345734,0.29096581077891776,0.06178123595209861,0.011398809822813213,4,67,2.786394557823129,4.799350740265703
1,4.3269844101655695,0.3456476312759411,1.4039744464737067,0.01337425999440564,6,60,2.8792743764172335,5.826521892300593
0,6.918019194854346,0.6177286667062427,3.7115995963197728,0.013488509237150238,5,67,3.0650340136054424,7.65403051609544
0,1.1717082504878849,0.2155754439315058,0.0,0.013488509237150238,7,60,3.0650340136054424,0.9492089160236901
0,3.1360140131360277,0.29517964484528775,0.0,0.011586611767661622,6,67,3.250793650793651,4.672429277150586
0,0.0,0.0,0.0,0.0,0,64,3.413333333333333,4.255824024222977
0,6.8261824875455,0.6483258993870494,3.6901684744094725,0.014807027008690804,7,67,3.5294331065759637,7.538457937334575
0,5.269682758207701,0.7044905052360868,1.3017136614631442,0.00964579872451341,10,72,3.7151927437641725,2.055816654982733
0,0.0,0.0,0.0,0.0,0,60,3.900952380952381,3.987059812680017
0,4.9530041205734365,0.7729192417954489,4.9530041205734365,0.015912191780716987,1,81,4.365351473922902,3.5213075796200246
0,3.683433699188356,0.23709384930973595,2.622155822272373,0.01146354965969054,11,60,4.6439909297052155,6.022186808919051
0,2.623280005431522,0.5369383217414375,2.623280005431522,0.01146354965969054,1,69,4.6439909297052155,1.08437899919187
0,4.266930819324239,0.337073510317267,0.583497120135883,0.013031363524650128,12,60,4.73687074829932,5.9706839838224095
0,4.126197950377184,0.6802809939183092,0.0,0.01462605196458168,14,72,4.829750566893424,2.751027577208645
0,0.9650423774108077,0.20309789193841707,0.0,0.014274080513209721,13,60,4.922630385487528,0.7479913268455811
0,6.656159664523828,0.6301259732692972,0.0,0.014274080513209721,8,67,4.922630385487528,7.269245346723826
0,4.058808705411075,0.39204419553453035,3.001317702268085,0.014040952306460552,13,64,5.108390022675737,5.577736355093519
0,2.7380680113337648,0.6457772977087574,0.0,0.014040952306460552,9,67,5.108390022675737,2.082872839877607
0,0.0,0.0,0.0,0.0,0,71,5.61922902494331,7.976127041973481
0,0.4330078460392169,0.07121930339823145,0.4330078460392169,0.012745224234176549,1,52,5.758548752834467,0.9269488330200575
0,3.294037612741567,0.4767383599570358,0.5559696014078024,0.012745224234176549,10,67,5.758548752834467,2.839474393178119
0,0.0,0.0,0.0,0.0,0,62,6.0836281179138325,4.149975918584884
0,3.699576165636748,0.5035360012076108,0.4055385528951807,0.012576420801336922,11,67,6.222947845804988,3.476527648340928
0,2.7801727220630443,0.39734345291186923,0.0,0.012576420801336922,3,62,6.222947845804988,2.2377565236152046
0,4.981061988322667,0.707950829844015,0.8548640379454824,0.01048991186068321,15,72,6.501587301587302,2.5241583751428225
0,7.871785058101297,0.6345864738237703,3.199072896480759,0.01048991186068321,10,76,6.501587301587302,7.024560350012472
0,4.186733310196389,0.42319042024101966,3.221690932785581,0.011760533216450918,14,60,6.594467120181406,4.147102001227234
0,5.831980488866651,0.6426568084818907,0.0,0.011760533216450918,11,76,6.594467120181406,4.781578176921341
0,2.836428905289087,0.35642550959387004,0.0,0.012361584757109158,15,60,6.6873469387755105,2.5908962534741984
0,4.44250839950377,0.5404567748507378,0.7429322338670219,0.012361584757109158,12,67,6.6873469387755105,3.570203668164285
0,4.1430659192577695,0.45178543730404125,0.08425721384669416,0.014819158041558252,14,64,6.965986394557823,4.32702610617846
0,2.288545604350315,0.7241475455931966,0.0,0.014819158041558252,13,67,6.965986394557823,1.5221536037060477
0,0.0,0.0,0.0,0.0,0,64,7.1053061224489795,5.8352870833589945
0,4.724741844645983,0.5510827314081891,2.436196240295668,0.012791508305699225,14,67,7.151746031746032,3.8176200831849108
0,3.8539421587364693,0.6963028163077286,0.0,0.01301587246764534,14,76,7.244625850340136,2.2166953658830715
0,8.850354036097503,0.5965841211389645,3.701509651167102,0.009099476105449504,4,71,7.430385487528345,7.426870091267057
0,8.107794912768432,0.5798429445158537,5.003468036024882,0.009099476105449504,4,74,7.430385487528345,7.13035487133653
0,6.676900723508332,0.5831012983543999,0.0,0.010877198420729364,5,71,7.523265306122449,5.908937613729413
0,6.091344286590079,0.5914237049132425,0.0,0.010877198420729364,5,74,7.523265306122449,5.392203170373856
0,5.249716318807463,0.5210602308132677,2.852896997138465,0.011831294088467816,16,67,7.616145124716553,4.395548994232892
0,4.101845220348701,0.6025467383429949,0.0,0.011831294088467816,6,71,7.616145124716553,2.3646970094098485
0,4.354688084111576,0.501510899260222,0.0,0.011831294088467816,6,74,7.616145124716553,3.6023273619571374
0,6.422518948089043,0.6973733703450702,1.1728026292815796,0.013313988763778338,17,67,7.7090249433106575,6.110423646046186
0,3.941943613306289,0.45533794920179965,1.1617708912432447,0.01395953208422165,4,62,7.894784580498866,3.8909892631476404
0,2.1311243932455337,0.35757340441426616,0.0,0.01395953208422165,18,67,7.894784580498866,1.4996106726889402
0,1.9087605414971969,0.2218684078112867,0.0,0.01456661891538103,5,62,8.080544217687075,3.1266464939005068
0,4.252424041260518,0.4676481839456421,1.4159951359714311,0.012606309540319206,16,60,8.359183673469389,4.165322527116561
0,6.093075441266345,0.6484763584395539,2.5188503041952495,0.0123690111478287,18,72,8.544943310657596,4.7779005364543226
0,0.3382507078758059,0.09903781362029637,0.3382507078758059,0.0123690111478287,1,41,8.544943310657596,0.2652043055784198
0,4.67795882584768,0.6666924432515546,0.0,0.013279920948651335,19,72,8.6378231292517,3.1658280616316543
0,4.1619188001752905,0.4067224339765824,1.7448919872075734,0.013177303444183587,17,64,8.823582766439909,5.496063343312308
0,5.652224118860901,0.6546380790200514,3.5210997256153673,0.01340162612974094,19,67,9.009342403628118,5.263909471672891
0,2.208221882981953,0.3954046659145569,0.0,0.01340162612974094,18,64,9.009342403628118,2.5634868638145427
0,4.30406215519653,0.2973742421015536,3.861766673493854,0.011686242203134115,18,60,9.287981859410431,6.21449422251989
0,5.716329255949892,0.5647430816337156,0.06410513708899135,0.013895314300656934,20,67,9.47374149659864,5.667872562328013
0,2.5046455944602255,0.32475082146411277,0.0,0.013895314300656934,19,60,9.47374149659864,2.2152927385969456
0,0.0,0.0,0.0,0.0,0,64,9.868480725623582,3.9868563993037163
0,6.074553808361124,0.5561571415125989,0.3582245524112313,0.01325430627277077,21,67,9.93814058956916,6.682239140478269
0,0.0,0.0,0.0,0.0,0,71,10.263219954648527,7.345748383777799
0,6.050333710737014,0.6954251178870212,0.0,0.012597415589020316,22,67,10.402539682539683,5.302363778830196
0,3.4475011482678704,0.6119208687963399,0.0,0.012597415589020316,9,71,10.402539682539683,1.8213987880790523
0,3.953584833948024,0.38101929704341775,2.0448242924508273,0.010825546582043129,6,62,10.681179138321996,3.801438601919345
0,1.681030537975269,0.5836079853731482,0.0,0.010825546582043129,23,67,10.681179138321996,0.9804643950782583
0,0.0,0.0,0.0,0.0,0,62,10.820498866213153,3.9296865162314276
0,4.33531609965849,0.41595259289073344,1.8306705051982646,0.011273181460564323,20,60,11.145578231292516,3.9061935172797804
0,7.239583346468349,0.6272552051306151,3.2198606487038512,0.011273181460564323,19,76,11.145578231292516,6.391901581202993
0,3.9580164992790015,0.4191631904360609,0.0,0.012475377264259728,21,60,11.23845804988662,4.027903472302946
0,0.0,0.0,0.0,0.0,0,76,11.400997732426305,4.344609058532467
0,0.0,0.0,0.0,0.0,0,64,11.749297052154194,5.629903678010201
0,3.059749668409028,0.40810978772893847,0.0,0.013744116346217378,11,74,11.981496598639456,2.4931452512662275
0,2.920159131969577,0.45379200393667996,0.0,0.013744116346217378,10,71,11.981496598639456,2.0307343021278017
0,0.3296004906132864,0.03794796144782883,0.3296004906132864,0.013744116346217378,1,55,11.981496598639456,1.9572329461667248
0,7.890884245592847,0.5780146188173095,4.970725113623271,0.009462631949543969,11,71,12.07437641723356,6.778059463862468
